#data counter step time
0 1 0 0
1 2 1 0
2 3 2 0
1 4 3 0
2 5 5 0
3 6 7 0
4 7 8 0
3 8 9 0
4 9 10 0
5 10 12 0
4 11 13 0
5 12 15 0
6 13 16 0
7 14 17 0
8 15 18 0
9 16 19 1
10 17 22 1
9 18 23 1
8 19 25 1
9 20 26 1
8 21 30 2
9 22 31 2
10 23 34 3
9 24 35 3
10 25 37 3
9 26 39 3
10 27 41 4
9 28 43 4
8 29 46 4
9 30 47 4
8 31 49 4
9 32 51 4
10 33 53 4
9 34 54 4
10 35 58 4
9 36 59 4
8 37 62 4
9 38 63 4
10 39 65 4
9 40 66 4
8 41 68 4
9 42 69 4
10 43 72 4
9 44 73 4
8 45 76 4
7 46 78 4
8 47 80 4
9 48 81 4
8 49 83 4
7 50 85 4
8 51 87 4
9 52 90 4
10 53 92 4
9 54 95 4
8 55 98 4
9 56 99 4
8 57 102 4
9 58 103 4
8 59 105 4
9 60 106 4
10 61 108 4
9 62 111 4
10 63 114 4
9 64 115 4
8 65 117 4
9 66 118 4
10 67 120 4
9 68 122 4
8 69 124 4
9 70 126 4
8 71 129 4
9 72 130 4
8 73 133 4
9 74 137 4
10 75 138 4
9 76 139 4
10 77 141 6
9 78 142 6
8 79 144 6
9 80 146 6
8 81 150 7
9 82 152 7
10 83 153 7
9 84 155 7
10 85 157 7
9 86 159 7
10 87 161 7
9 88 162 7
8 89 166 7
7 90 169 7
8 91 170 7
9 92 171 8
10 93 173 8
9 94 174 8
8 95 178 8
9 96 179 9
8 97 181 9
9 98 182 9
10 99 185 9
9 100 186 9
8 101 190 9
7 102 192 9
8 103 194 9
9 104 195 9
10 105 197 10
9 106 198 10
8 107 200 10
9 108 203 10
8 109 206 10
9 110 207 10
10 111 209 10
9 112 210 10
10 113 214 10
9 114 215 10
10 115 218 10
9 116 219 10
10 117 222 10
9 118 223 10
10 119 225 11
9 120 227 11
8 121 229 11
9 122 230 11
10 123 233 11
9 124 234 11
8 125 238 12
9 126 239 12
8 127 241 13
9 128 242 13
10 129 246 13
9 130 247 13
10 131 249 13
9 132 250 13
8 133 253 13
9 134 254 13
10 135 257 13
9 136 258 13
10 137 261 13
9 138 262 13
8 139 266 13
7 140 269 13
6 141 272 13
5 142 275 13
4 143 277 13
3 144 279 13
2 145 283 13
1 146 287 13
0 147 290 13
1 148 293 14
0 149 294 14
1 150 297 15
2 151 298 15
3 152 299 15
2 153 300 15
3 154 302 15
4 155 304 15
5 156 305 15
6 157 306 15
5 158 307 15
6 159 308 15
7 160 309 15
8 161 310 15
7 162 312 15
8 163 315 15
9 164 316 15
8 165 317 15
9 166 319 15
8 167 322 15
7 168 324 15
6 169 328 15
5 170 331 15
4 171 333 15
3 172 337 15
4 173 338 16
5 174 340 16
6 175 341 16
5 176 342 16
6 177 343 16
7 178 344 16
8 179 345 16
9 180 346 16
8 181 349 17
9 182 350 17
8 183 352 17
9 184 354 17
10 185 356 17
9 186 357 17
10 187 361 17
9 188 362 17
10 189 365 17
9 190 366 17
10 191 370 18
9 192 371 18
10 193 373 18
9 194 374 18
8 195 376 18
9 196 377 18
10 197 382 18
9 198 383 18
8 199 385 18
9 200 386 18
10 201 390 18
9 202 391 18
8 203 394 19
9 204 395 19
10 205 398 19
9 206 399 19
8 207 401 19
9 208 402 19
8 209 406 19
7 210 408 19
6 211 411 19
7 212 413 19
8 213 414 19
9 214 415 19
8 215 418 20
9 216 419 20
10 217 421 20
9 218 422 20
10 219 426 20
9 220 427 20
10 221 429 20
9 222 430 20
8 223 432 20
9 224 433 20
8 225 435 20
7 226 440 21
8 227 442 22
7 228 445 22
6 229 447 22
5 230 451 22
6 231 452 23
7 232 455 23
8 233 456 23
7 234 457 23
8 235 458 23
7 236 460 23
6 237 464 24
5 238 466 24
6 239 468 24
5 240 471 24
4 241 473 24
3 242 475 24
2 243 478 24
1 244 481 24
0 245 486 24
1 246 489 25
0 247 490 25
1 248 491 25
2 249 493 25
3 250 494 25
2 251 495 25
3 252 496 25
4 253 498 25
5 254 499 25
6 255 500 25
7 256 501 25
8 257 502 25
9 258 503 25
8 259 505 26
9 260 507 26
10 261 509 27
9 262 511 27
8 263 513 27
9 264 515 27
10 265 517 27
9 266 519 27
10 267 521 27
9 268 522 27
10 269 525 28
9 270 526 28
10 271 529 29
9 272 531 29
10 273 533 29
9 274 534 29
8 275 536 29
9 276 537 29
10 277 540 29
9 278 543 29
8 279 545 30
9 280 546 30
8 281 550 31
7 282 552 31
8 283 554 31
7 284 557 31
6 285 559 31
5 286 561 31
4 287 566 31
3 288 569 31
2 289 571 31
1 290 574 31
0 291 576 31
1 292 581 32
0 293 582 32
1 294 585 33
2 295 586 33
1 296 587 33
2 297 588 33
3 298 589 33
4 299 590 33
5 300 591 33
6 301 592 33
7 302 593 33
8 303 594 33
