#data counter step time
0 1 0 0
1 2 2 0
0 3 3 0
1 4 6 0
0 5 7 0
1 6 10 0
0 7 12 0
1 8 14 0
0 9 15 0
1 10 18 0
0 11 19 0
1 12 22 0
0 13 23 0
1 14 27 0
2 15 28 0
1 16 29 0
0 17 30 0
1 18 37 1
2 19 39 1
1 20 40 1
2 21 41 1
1 22 42 1
0 23 45 1
1 24 46 1
0 25 47 1
1 26 49 1
2 27 50 1
1 28 53 1
0 29 54 1
1 30 56 1
0 31 58 1
1 32 62 1
0 33 65 1
1 34 68 1
0 35 69 1
1 36 71 1
2 37 73 1
1 38 74 1
0 39 75 1
1 40 76 1
0 41 77 1
1 42 85 1
2 43 89 1
1 44 90 1
2 45 91 1
1 46 94 1
0 47 95 1
1 48 98 1
2 49 99 1
1 50 100 1
0 51 101 1
1 52 102 1
0 53 103 1
1 54 113 1
0 55 115 1
1 56 118 1
2 57 119 1
1 58 120 1
2 59 122 1
1 60 124 1
2 61 126 1
1 62 128 1
0 63 129 1
1 64 132 1
2 65 133 1
1 66 134 1
2 67 135 1
1 68 137 1
2 69 138 1
1 70 140 1
2 71 141 1
1 72 142 1
2 73 143 1
1 74 144 1
2 75 146 1
1 76 148 1
0 77 151 2
1 78 154 2
0 79 155 2
1 80 158 2
0 81 160 2
1 82 163 2
0 83 164 2
1 84 165 2
0 85 166 2
1 86 172 3
0 87 175 3
1 88 177 3
2 89 178 3
1 90 180 3
2 91 181 3
1 92 182 3
0 93 184 3
1 94 186 3
2 95 187 3
1 96 194 3
0 97 195 3
1 98 198 3
2 99 201 3
1 100 202 3
0 101 203 3
1 102 206 3
0 103 207 3
1 104 208 3
2 105 209 3
1 106 211 3
0 107 212 3
1 108 213 3
2 109 214 3
1 110 215 3
0 111 217 3
1 112 223 4
0 113 224 4
1 114 227 4
0 115 228 4
1 116 229 4
2 117 231 4
1 118 233 4
2 119 235 4
1 120 238 4
2 121 239 4
1 122 246 4
2 123 247 4
1 124 248 4
0 125 249 4
1 126 250 4
2 127 253 4
1 128 255 4
2 129 256 4
1 130 257 4
2 131 260 4
1 132 261 4
0 133 263 5
1 134 269 5
2 135 270 5
1 136 271 5
0 137 273 5
1 138 274 5
0 139 275 5
1 140 276 5
2 141 280 5
1 142 282 5
2 143 283 5
1 144 286 5
2 145 290 5
1 146 296 5
2 147 297 5
1 148 300 6
2 149 301 6
1 150 305 6
0 151 307 6
1 152 310 6
2 153 311 6
1 154 312 6
2 155 313 6
1 156 314 6
0 157 317 6
1 158 320 6
0 159 321 6
1 160 323 6
2 161 324 6
1 162 325 6
0 163 326 6
1 164 327 6
0 165 329 6
1 166 332 6
2 167 333 6
1 168 334 6
2 169 335 6
1 170 339 6
2 171 340 6
1 172 341 6
2 173 342 6
1 174 345 6
0 175 347 6
1 176 350 7
0 177 351 7
1 178 354 8
0 179 355 8
1 180 358 8
0 181 359 8
1 182 363 9
2 183 365 9
1 184 367 9
2 185 369 9
1 186 370 9
2 187 372 9
1 188 377 9
2 189 378 9
1 190 382 9
2 191 384 9
1 192 389 10
2 193 390 10
1 194 392 10
0 195 393 10
1 196 396 10
2 197 398 10
1 198 400 10
0 199 402 10
1 200 403 10
2 201 404 10
1 202 405 10
2 203 406 10
1 204 407 10
2 205 408 10
1 206 409 10
2 207 410 10
1 208 411 10
0 209 413 10
1 210 416 10
0 211 419 10
1 212 422 10
2 213 423 10
1 214 425 10
0 215 426 10
1 216 430 11
0 217 431 11
1 218 436 11
0 219 437 11
1 220 441 11
2 221 442 11
1 222 444 11
2 223 445 11
1 224 446 11
2 225 447 11
1 226 449 11
0 227 450 11
1 228 451 11
0 229 452 11
1 230 459 12
0 231 461 12
1 232 462 12
0 233 464 12
1 234 466 12
2 235 469 12
1 236 470 12
0 237 472 12
1 238 473 12
0 239 475 12
1 240 478 13
2 241 481 13
1 242 482 13
2 243 483 13
1 244 485 13
0 245 487 13
1 246 490 14
2 247 493 14
1 248 494 14
2 249 496 14
1 250 498 14
2 251 499 14
1 252 501 14
2 253 505 14
1 254 507 14
2 255 510 14
1 256 511 14
2 257 515 14
1 258 521 15
0 259 522 15
1 260 524 15
0 261 525 15
1 262 528 15
2 263 529 15
1 264 531 15
0 265 532 15
1 266 533 15
2 267 534 15
1 268 535 15
2 269 537 15
1 270 539 15
0 271 540 15
1 272 541 15
2 273 544 15
1 274 545 15
2 275 546 15
1 276 549 15
2 277 551 15
1 278 555 16
2 279 557 16
1 280 558 16
2 281 559 16
1 282 566 16
0 283 568 16
1 284 569 16
0 285 570 16
1 286 574 16
2 287 575 16
1 288 577 16
2 289 580 16
1 290 581 16
2 291 583 16
1 292 584 16
2 293 585 16
1 294 587 16
2 295 588 16
1 296 589 16
2 297 590 16
1 298 593 16
0 299 598 17
1 300 600 17
2 301 601 17
1 302 602 17
0 303 603 17
1 304 605 17
0 305 608 17
1 306 609 17
0 307 610 17
1 308 614 17
0 309 615 17
1 310 618 17
0 311 619 17
1 312 623 17
2 313 624 17
1 314 625 17
0 315 627 17
1 316 631 17
2 317 632 17
1 318 633 17
2 319 636 17
1 320 637 17
0 321 638 17
1 322 640 17
2 323 643 17
1 324 644 17
0 325 645 17
1 326 650 18
2 327 652 18
1 328 654 18
2 329 656 18
1 330 659 18
2 331 661 18
1 332 666 18
2 333 668 18
1 334 669 18
2 335 671 18
1 336 673 18
2 337 676 18
1 338 679 18
2 339 684 18
1 340 685 18
