#data counter step time
1 1 0 0
0 2 3 0
1 3 5 1
0 4 6 1
1 5 11 1
0 6 12 1
1 7 14 1
0 8 15 1
1 9 16 1
0 10 17 1
1 11 19 1
0 12 20 1
1 13 23 1
0 14 26 2
1 15 29 2
0 16 32 2
1 17 33 2
0 18 35 2
1 19 44 3
0 20 47 3
1 21 48 3
0 22 49 3
1 23 51 3
0 24 53 3
1 25 55 3
0 26 59 3
1 27 60 3
0 28 61 3
1 29 63 3
0 30 64 3
1 31 68 4
0 32 70 4
1 33 72 5
0 34 75 5
1 35 76 5
0 36 79 5
1 37 80 5
0 38 81 5
1 39 83 5
0 40 85 5
1 41 86 5
0 42 89 5
1 43 90 5
0 44 92 5
1 45 95 5
0 46 99 5
1 47 100 5
0 48 103 5
1 49 104 5
0 50 106 5
1 51 107 5
0 52 109 5
1 53 112 5
0 54 113 5
1 55 116 7
0 56 118 7
1 57 120 7
0 58 122 7
1 59 124 7
0 60 125 7
1 61 128 7
0 62 130 7
1 63 131 7
0 64 132 7
1 65 136 8
0 66 138 8
1 67 139 8
0 68 140 8
1 69 142 8
0 70 145 8
1 71 146 8
0 72 149 8
1 73 152 9
0 74 155 9
1 75 156 9
0 76 158 9
1 77 159 9
0 78 161 9
1 79 162 9
0 80 164 9
1 81 165 9
0 82 167 9
1 83 168 9
0 84 170 9
1 85 171 10
0 86 172 10
1 87 173 10
0 88 177 10
1 89 179 10
0 90 181 10
1 91 182 10
0 92 183 10
1 93 185 10
0 94 187 10
1 95 188 10
0 96 190 10
1 97 191 10
0 98 194 11
1 99 195 11
0 100 198 11
1 101 208 12
0 102 211 12
1 103 212 12
0 104 213 12
1 105 216 13
0 106 219 13
1 107 220 14
0 108 222 14
1 109 224 14
0 110 225 14
1 111 228 15
0 112 231 15
1 113 232 15
0 114 234 15
1 115 235 15
0 116 237 15
1 117 238 15
0 118 239 15
1 119 244 15
0 120 245 15
1 121 248 15
0 122 251 15
1 123 252 15
0 124 253 15
1 125 254 15
0 126 259 15
1 127 260 15
0 128 261 15
1 129 262 15
0 130 263 15
1 131 266 15
0 132 268 15
1 133 272 16
0 134 274 16
1 135 276 17
0 136 278 17
1 137 280 17
0 138 282 17
1 139 284 17
0 140 286 17
1 141 288 17
0 142 289 17
1 143 292 18
0 144 295 18
1 145 296 18
0 146 299 18
1 147 300 18
0 148 303 18
1 149 304 18
0 150 306 18
1 151 308 18
0 152 311 18
1 153 312 18
0 154 313 18
1 155 316 18
0 156 317 18
1 157 319 19
0 158 323 19
1 159 324 19
0 160 326 19
1 161 328 19
0 162 330 19
1 163 331 19
0 164 334 19
1 165 336 19
0 166 339 19
1 167 340 19
0 168 342 19
1 169 343 19
0 170 345 19
1 171 346 19
0 172 348 19
1 173 351 19
0 174 354 19
1 175 355 19
0 176 356 19
1 177 358 19
0 178 360 19
1 179 361 19
0 180 362 19
1 181 363 19
0 182 366 19
1 183 367 19
0 184 369 19
1 185 370 19
0 186 371 19
1 187 372 19
0 188 374 19
1 189 376 19
0 190 377 19
1 191 379 19
0 192 383 20
1 193 390 21
0 194 393 21
1 195 394 21
0 196 395 21
1 197 398 21
0 198 402 21
1 199 404 21
0 200 407 21
1 201 408 21
0 202 410 21
1 203 412 21
0 204 415 21
1 205 416 21
0 206 417 21
1 207 420 21
0 208 422 21
1 209 423 21
0 210 424 21
1 211 425 21
0 212 426 21
