#data counter step time
0 1 0 0
1 2 2 0
0 3 3 0
1 4 6 0
0 5 7 0
1 6 11 0
2 7 14 0
1 8 15 0
0 9 17 0
1 10 18 0
2 11 19 0
1 12 24 0
2 13 25 0
1 14 27 0
2 15 30 0
1 16 31 0
2 17 32 0
1 18 35 0
2 19 36 0
1 20 38 0
2 21 44 0
1 22 45 0
2 23 46 0
1 24 49 0
2 25 51 0
1 26 52 0
2 27 54 0
1 28 55 0
2 29 56 0
1 30 57 0
2 31 58 0
1 32 60 0
2 33 65 1
1 34 66 1
0 35 68 1
1 36 69 1
0 37 70 1
1 38 77 2
2 39 80 2
1 40 81 2
2 41 82 2
1 42 89 3
2 43 90 3
1 44 93 3
2 45 94 3
1 46 97 3
2 47 98 3
1 48 100 3
2 49 101 3
1 50 102 3
0 51 107 3
1 52 108 3
0 53 112 3
1 54 113 3
0 55 114 3
1 56 115 3
0 57 116 3
1 58 117 3
0 59 118 3
1 60 121 3
0 61 124 3
1 62 126 3
0 63 127 3
1 64 128 3
0 65 129 3
1 66 130 3
0 67 131 3
1 68 133 3
2 69 134 3
1 70 135 3
0 71 136 3
1 72 143 4
0 73 144 4
1 74 146 4
0 75 147 4
1 76 155 5
2 77 156 5
1 78 157 5
2 79 158 5
1 80 160 5
0 81 162 5
1 82 164 5
0 83 165 5
1 84 170 5
0 85 171 5
1 86 173 5
0 87 174 5
1 88 178 5
0 89 179 5
1 90 182 5
2 91 183 5
1 92 184 5
2 93 185 5
1 94 186 5
0 95 187 5
1 96 189 5
0 97 190 5
1 98 191 5
0 99 192 5
1 100 198 6
2 101 200 6
1 102 201 6
0 103 202 6
1 104 207 6
2 105 210 6
1 106 211 6
0 107 212 6
1 108 214 6
0 109 215 6
1 110 216 6
0 111 218 6
1 112 222 7
0 113 223 7
1 114 227 7
0 115 228 7
1 116 231 7
0 117 232 7
1 118 235 7
2 119 236 7
1 120 237 7
0 121 239 7
1 122 240 7
0 123 243 7
1 124 248 8
2 125 250 8
1 126 251 8
2 127 253 8
1 128 261 9
2 129 263 9
1 130 264 9
2 131 267 9
1 132 269 9
2 133 272 9
1 134 273 9
2 135 274 9
1 136 275 9
2 137 276 9
1 138 277 9
2 139 278 9
1 140 281 9
2 141 283 9
1 142 284 9
2 143 289 9
1 144 290 9
2 145 292 9
1 146 293 9
2 147 295 9
1 148 297 10
0 149 298 10
1 150 303 10
2 151 304 10
1 152 305 10
2 153 306 10
1 154 308 10
2 155 309 10
1 156 311 10
2 157 312 10
1 158 313 10
2 159 315 10
1 160 316 10
2 161 320 11
1 162 321 11
0 163 324 11
1 164 331 11
0 165 332 11
1 166 338 11
2 167 340 11
1 168 341 12
0 169 343 12
1 170 346 12
0 171 347 12
1 172 351 12
0 173 352 12
1 174 355 12
0 175 356 12
1 176 357 12
0 177 358 12
1 178 360 12
0 179 361 12
1 180 362 12
2 181 365 12
1 182 368 12
2 183 369 12
1 184 372 12
2 185 374 12
1 186 377 13
2 187 378 13
1 188 381 13
0 189 382 13
1 190 385 13
0 191 386 13
1 192 388 13
2 193 389 13
1 194 390 13
2 195 392 13
1 196 395 14
0 197 396 14
1 198 399 14
2 199 400 14
1 200 402 14
2 201 403 14
1 202 404 14
2 203 405 14
1 204 407 14
2 205 408 14
1 206 409 14
2 207 410 14
1 208 411 14
2 209 414 14
1 210 416 14
2 211 418 14
1 212 429 15
2 213 431 15
1 214 432 15
2 215 434 15
1 216 435 15
0 217 436 15
1 218 439 15
0 219 440 15
1 220 441 15
0 221 442 15
1 222 445 15
2 223 447 15
1 224 451 15
0 225 453 15
1 226 454 15
0 227 455 15
1 228 460 15
0 229 461 15
1 230 462 15
2 231 466 15
1 232 467 15
2 233 468 15
1 234 470 15
2 235 471 15
1 236 474 15
2 237 476 15
1 238 477 15
2 239 480 15
1 240 481 15
2 241 482 15
1 242 484 15
2 243 487 15
1 244 489 15
2 245 491 15
1 246 492 15
2 247 493 15
1 248 499 16
0 249 500 16
1 250 503 16
2 251 506 16
1 252 508 16
2 253 510 16
1 254 511 16
0 255 512 16
1 256 513 16
2 257 514 16
1 258 516 16
2 259 518 16
1 260 519 16
2 261 527 16
1 262 528 16
2 263 532 16
1 264 533 16
2 265 535 16
1 266 537 16
2 267 540 16
1 268 541 16
2 269 543 16
1 270 545 16
2 271 546 16
1 272 547 16
2 273 551 16
1 274 553 17
2 275 554 17
1 276 556 17
2 277 560 17
1 278 561 17
2 279 562 17
1 280 565 17
2 281 566 17
1 282 567 17
2 283 569 17
1 284 573 17
2 285 575 17
1 286 577 17
2 287 579 17
1 288 581 18
2 289 582 18
1 290 584 18
0 291 586 18
1 292 590 18
2 293 591 18
1 294 592 18
2 295 593 18
1 296 594 18
2 297 597 18
1 298 601 18
2 299 602 18
1 300 603 18
0 301 604 18
1 302 605 18
0 303 606 18
1 304 607 18
2 305 612 18
1 306 613 18
2 307 614 18
1 308 617 18
2 309 618 18
1 310 620 19
0 311 621 19
1 312 624 19
2 313 626 19
1 314 628 19
2 315 631 19
1 316 634 19
2 317 635 19
1 318 638 19
2 319 641 19
1 320 643 19
2 321 644 19
1 322 645 19
2 323 647 19
1 324 650 19
2 325 651 19
1 326 657 20
2 327 658 20
1 328 660 20
2 329 663 20
1 330 665 20
2 331 668 20
1 332 669 20
2 333 671 20
1 334 672 20
2 335 673 20
1 336 675 20
2 337 676 20
1 338 678 21
0 339 679 21
1 340 682 21
