#data counter step time
0 1 4 0
0 2 8 0
0 3 16 0
0 4 20 0
0 5 28 0
0 6 29 0
0 7 34 0
0 8 37 0
0 9 40 0
0 10 47 0
0 11 50 0
0 12 53 0
0 13 59 0
0 14 61 0
0 15 62 0
1 16 67 1
0 17 71 1
0 18 72 1
0 19 87 2
1 20 92 3
1 21 95 3
1 22 99 3
1 23 103 3
1 24 104 3
1 25 111 3
1 26 119 3
1 27 120 3
1 28 122 3
1 29 123 3
0 30 125 3
0 31 132 3
0 32 137 3
0 33 138 3
0 34 139 3
0 35 140 3
0 36 145 4
0 37 148 4
0 38 169 5
0 39 172 5
0 40 175 5
0 41 176 5
0 42 177 5
0 43 180 5
0 44 181 5
0 45 188 5
0 46 193 5
0 47 194 5
0 48 195 5
0 49 196 5
0 50 206 6
0 51 209 6
0 52 213 6
0 53 217 6
0 54 219 6
0 55 220 6
0 56 224 7
0 57 233 7
0 58 234 7
0 59 241 7
0 60 242 7
0 61 244 7
0 62 252 8
1 63 265 9
1 64 268 9
1 65 271 9
1 66 282 9
1 67 285 9
1 68 286 9
1 69 287 9
1 70 288 9
1 71 291 9
0 72 294 9
2 73 301 10
1 74 302 10
1 75 307 10
1 76 310 10
0 77 314 10
0 78 317 10
1 79 318 10
1 80 322 11
0 81 330 11
0 82 337 11
1 83 342 12
1 84 349 12
1 85 350 12
1 86 353 12
1 87 363 12
1 88 367 12
1 89 370 12
1 90 371 12
1 91 373 12
2 92 380 13
1 93 384 13
1 94 387 13
1 95 391 13
1 96 393 13
2 97 397 14
2 98 401 14
2 99 406 14
2 100 415 14
1 101 419 14
0 102 420 14
0 103 421 14
2 104 422 14
1 105 446 15
1 106 448 15
1 107 449 15
1 108 450 15
1 109 456 15
1 110 458 15
1 111 463 15
1 112 464 15
0 113 472 15
0 114 479 15
0 115 483 15
2 116 485 15
0 117 488 15
0 118 494 15
0 119 495 15
0 120 496 15
1 121 497 15
0 122 498 15
1 123 504 16
1 124 505 16
1 125 509 16
1 126 515 16
1 127 520 16
1 128 521 16
1 129 522 16
0 130 529 16
0 131 534 16
0 132 538 16
0 133 542 16
0 134 548 16
0 135 552 16
2 136 555 17
1 137 557 17
1 138 564 17
1 139 570 17
1 140 571 17
1 141 576 17
1 142 578 17
2 143 585 18
2 144 588 18
2 145 596 18
1 146 599 18
1 147 600 18
1 148 608 18
1 149 609 18
1 150 610 18
1 151 615 18
0 152 616 18
0 153 619 18
1 154 625 19
2 155 627 19
1 156 629 19
1 157 636 19
0 158 639 19
0 159 646 19
0 160 648 19
0 161 653 19
2 162 661 20
1 163 664 20
1 164 667 20
1 165 670 20
1 166 674 20
1 167 677 20
2 168 680 21
2 169 681 21
2 170 687 21
2 171 688 21
1 172 693 21
1 173 695 21
1 174 699 21
0 175 700 21
0 176 712 22
0 177 714 22
0 178 718 22
0 179 723 22
0 180 724 22
0 181 725 22
0 182 728 22
0 183 734 23
0 184 736 23
0 185 747 23
0 186 752 23
0 187 753 23
0 188 756 23
0 189 762 23
1 190 771 24
1 191 774 24
1 192 775 24
0 193 782 24
1 194 786 24
0 195 791 24
0 196 796 24
0 197 800 24
1 198 802 25
1 199 806 25
1 200 810 25
1 201 814 25
1 202 819 25
1 203 822 25
1 204 826 25
1 205 831 25
1 206 834 25
0 207 840 25
0 208 845 25
0 209 846 25
0 210 848 25
0 211 851 25
0 212 855 25
0 213 857 25
0 214 860 25
0 215 863 25
0 216 866 25
2 217 875 26
0 218 879 26
0 219 886 26
0 220 892 26
0 221 898 26
0 222 903 26
0 223 908 26
0 224 909 26
0 225 911 26
1 226 917 27
1 227 921 27
1 228 924 27
1 229 926 27
1 230 930 27
1 231 934 27
1 232 937 27
1 233 938 27
1 234 945 27
0 235 947 27
1 236 949 27
0 237 951 27
0 238 954 27
0 239 956 27
0 240 960 28
0 241 966 29
0 242 975 29
0 243 977 29
0 244 981 29
0 245 985 29
0 246 988 29
0 247 990 29
1 248 992 30
0 249 996 30
