#data counter step time
0 1 0 0
1 2 1 0
0 3 2 0
1 4 5 0
0 5 6 0
1 6 9 0
2 7 10 0
1 8 11 0
2 9 12 0
3 10 13 0
4 11 14 0
5 12 15 0
4 13 18 0
3 14 21 0
2 15 24 0
1 16 27 0
0 17 30 0
1 18 33 1
2 19 34 1
1 20 35 1
0 21 37 1
1 22 39 1
2 23 40 1
1 24 43 1
2 25 44 1
3 26 45 1
4 27 46 1
5 28 47 1
6 29 48 1
7 30 49 2
8 31 51 2
7 32 53 2
8 33 56 2
9 34 57 2
8 35 58 2
9 36 59 2
8 37 61 3
9 38 62 3
8 39 66 3
7 40 68 3
8 41 70 3
9 42 71 3
8 43 73 3
9 44 74 3
10 45 77 3
9 46 79 3
8 47 82 4
9 48 83 4
10 49 85 4
9 50 86 4
8 51 89 4
9 52 90 4
10 53 93 4
9 54 95 4
10 55 97 4
9 56 98 4
8 57 100 4
7 58 105 4
8 59 107 4
9 60 108 4
8 61 109 4
7 62 111 4
8 63 112 4
9 64 114 4
8 65 118 5
9 66 119 5
10 67 122 5
9 68 123 5
8 69 125 5
9 70 126 5
8 71 130 5
9 72 131 5
10 73 134 5
9 74 135 5
8 75 137 5
7 76 140 5
6 77 144 5
5 78 146 5
4 79 148 5
3 80 152 5
2 81 155 5
1 82 159 5
0 83 161 5
1 84 165 6
0 85 166 6
1 86 168 6
2 87 170 6
1 88 171 6
0 89 174 6
1 90 177 6
0 91 178 6
1 92 179 6
2 93 180 6
3 94 181 6
4 95 182 6
5 96 183 6
6 97 184 6
7 98 185 6
8 99 186 6
9 100 187 6
8 101 189 7
9 102 190 7
8 103 193 7
9 104 194 7
8 105 197 7
9 106 200 7
8 107 201 7
9 108 202 7
8 109 205 7
7 110 207 7
6 111 211 7
5 112 214 7
4 113 217 7
3 114 220 7
4 115 222 8
5 116 223 8
6 117 224 8
7 118 225 8
8 119 226 8
9 120 227 8
8 121 229 8
9 122 233 8
8 123 234 8
7 124 237 8
8 125 238 9
9 126 241 9
10 127 242 9
9 128 243 9
8 129 246 9
9 130 247 9
10 131 250 9
9 132 251 9
10 133 254 9
9 134 255 9
8 135 257 9
9 136 258 9
8 137 262 9
9 138 263 9
10 139 266 9
9 140 267 9
8 141 270 9
9 142 272 9
10 143 273 9
9 144 274 9
8 145 277 9
9 146 278 9
8 147 282 9
9 148 283 9
8 149 286 9
7 150 288 9
6 151 290 9
5 152 294 9
6 153 298 10
5 154 299 10
6 155 301 10
5 156 303 10
4 157 305 10
3 158 308 10
2 159 311 10
1 160 315 10
0 161 317 11
1 162 319 11
2 163 321 11
3 164 322 11
4 165 323 11
5 166 325 11
4 167 326 11
5 168 327 11
4 169 329 11
5 170 330 11
6 171 333 11
5 172 334 11
6 173 335 11
5 174 337 11
6 175 339 11
5 176 340 11
6 177 342 11
5 178 344 11
4 179 346 11
3 180 351 11
2 181 356 11
1 182 359 11
0 183 361 11
1 184 365 12
2 185 366 12
1 186 367 12
0 187 370 12
1 188 372 12
0 189 374 12
1 190 375 12
0 191 378 12
1 192 381 12
2 193 382 12
1 194 383 12
2 195 384 12
1 196 386 12
2 197 387 12
3 198 389 12
2 199 392 12
1 200 394 12
0 201 397 12
1 202 399 13
0 203 401 13
1 204 405 14
2 205 406 14
3 206 407 14
4 207 408 14
5 208 409 14
4 209 410 14
3 210 412 14
2 211 415 14
1 212 418 14
0 213 422 14
1 214 425 15
0 215 426 15
1 216 427 15
2 217 428 15
3 218 429 15
4 219 430 15
5 220 431 15
6 221 432 15
7 222 433 15
8 223 434 15
9 224 435 15
8 225 438 16
9 226 439 16
10 227 442 16
9 228 443 16
8 229 445 16
7 230 448 16
6 231 450 16
5 232 454 16
6 233 456 16
7 234 457 16
8 235 459 16
7 236 460 16
6 237 463 16
7 238 464 16
8 239 465 16
9 240 466 16
8 241 470 16
7 242 472 16
6 243 474 16
7 244 477 16
8 245 478 16
9 246 479 16
10 247 481 16
9 248 482 16
8 249 486 16
7 250 488 16
6 251 492 16
5 252 495 16
4 253 498 16
5 254 500 17
4 255 501 17
5 256 503 17
6 257 504 17
7 258 505 17
8 259 506 17
9 260 507 17
10 261 509 18
9 262 511 18
8 263 513 19
9 264 514 19
10 265 517 19
9 266 518 19
10 267 520 19
9 268 521 19
10 269 526 19
9 270 527 19
8 271 529 19
9 272 530 19
8 273 533 19
9 274 535 19
8 275 536 19
9 276 539 19
10 277 541 19
9 278 542 19
8 279 546 19
9 280 547 19
8 281 550 19
7 282 552 19
8 283 553 19
9 284 554 19
8 285 556 19
9 286 558 19
8 287 560 19
9 288 561 19
8 289 565 20
9 290 566 20
8 291 570 20
9 292 571 20
8 293 573 20
9 294 575 20
8 295 577 20
9 296 581 20
8 297 582 20
9 298 584 20
8 299 585 20
9 300 587 20
8 301 589 20
9 302 592 20
10 303 593 20
