#data counter step time
1 1 0 0
0 2 2 0
1 3 3 0
0 4 6 0
1 5 7 0
0 6 11 0
1 7 16 0
0 8 18 0
1 9 19 0
0 10 21 0
1 11 22 0
0 12 24 0
1 13 25 0
0 14 27 0
1 15 28 0
0 16 30 0
1 17 31 0
0 18 35 1
1 19 36 1
0 20 37 1
1 21 38 1
0 22 43 1
1 23 50 2
0 24 53 2
1 25 54 2
0 26 58 2
1 27 60 3
0 28 61 3
1 29 64 3
0 30 66 3
1 31 67 3
0 32 68 3
1 33 72 3
0 34 73 3
1 35 76 3
0 36 79 3
1 37 80 4
0 38 82 4
1 39 84 4
0 40 86 4
1 41 88 4
0 42 89 4
1 43 92 4
0 44 95 4
1 45 96 4
0 46 98 4
1 47 99 4
0 48 100 4
1 49 102 4
0 50 105 4
1 51 106 4
0 52 109 4
1 53 110 4
0 54 111 4
1 55 116 5
0 56 118 5
1 57 120 5
0 58 123 5
1 59 124 5
0 60 125 5
1 61 127 5
0 62 130 5
1 63 132 5
0 64 135 5
1 65 136 5
0 66 137 5
1 67 139 5
0 68 140 5
1 69 141 5
0 70 144 5
1 71 145 5
0 72 146 5
1 73 147 5
0 74 148 5
1 75 151 5
0 76 152 5
1 77 154 5
0 78 155 5
1 79 156 5
0 80 159 5
1 81 160 5
0 82 161 5
1 83 163 5
0 84 166 6
1 85 167 6
0 86 171 6
1 87 172 6
0 88 174 6
1 89 175 6
0 90 178 6
1 91 188 7
0 92 189 7
1 93 192 7
0 94 193 7
1 95 196 7
0 96 197 7
1 97 199 7
0 98 201 7
1 99 203 7
0 100 205 7
1 101 206 7
0 102 207 7
1 103 210 7
0 104 211 7
1 105 212 7
0 106 214 7
1 107 215 7
0 108 217 7
1 109 218 7
0 110 220 7
1 111 228 8
0 112 229 8
1 113 231 8
0 114 234 8
1 115 235 8
0 116 237 8
1 117 239 9
0 118 243 9
1 119 244 9
0 120 246 9
1 121 248 9
0 122 251 9
1 123 252 9
0 124 255 9
1 125 256 9
0 126 257 9
1 127 259 9
0 128 262 9
1 129 264 9
0 130 267 9
1 131 268 9
0 132 270 9
1 133 271 9
0 134 274 9
1 135 276 9
0 136 277 9
1 137 279 9
0 138 282 9
1 139 284 9
0 140 286 9
1 141 287 9
0 142 288 9
1 143 289 9
0 144 290 9
1 145 293 9
0 146 294 9
1 147 296 10
0 148 299 10
1 149 300 10
0 150 303 10
1 151 304 10
0 152 305 10
1 153 306 10
0 154 308 10
1 155 309 10
0 156 311 10
1 157 313 10
0 158 315 10
