#data counter step time
0 1 6 0
0 2 17 0
0 3 19 0
0 4 27 0
0 5 31 0
0 6 34 0
0 7 42 0
0 8 46 0
0 9 47 0
0 10 48 0
0 11 52 0
1 12 58 1
1 13 62 1
1 14 66 1
1 15 71 1
1 16 74 1
1 17 77 1
0 18 83 1
0 19 86 1
0 20 92 1
0 21 94 1
0 22 100 1
0 23 104 1
0 24 105 1
0 25 106 1
0 26 110 1
0 27 114 1
0 28 115 1
0 29 118 1
0 30 129 2
0 31 130 2
1 32 132 2
0 33 135 2
0 34 139 2
0 35 140 2
0 36 146 3
0 37 154 3
0 38 160 3
0 39 165 3
0 40 166 3
0 41 172 3
0 42 179 3
0 43 182 3
1 44 187 4
1 45 193 4
1 46 195 4
1 47 199 4
1 48 204 4
1 49 208 4
1 50 210 4
1 51 215 4
1 52 217 4
1 53 227 4
0 54 232 4
0 55 235 4
0 56 239 4
0 57 240 4
0 58 243 4
0 59 248 4
1 60 250 5
1 61 255 5
1 62 258 5
1 63 263 5
1 64 268 5
1 65 273 5
1 66 274 5
2 67 280 6
2 68 284 6
1 69 290 6
1 70 291 6
1 71 292 6
1 72 296 6
1 73 299 6
1 74 302 6
0 75 306 6
1 76 309 6
0 77 310 6
3 78 313 7
0 79 317 7
0 80 325 7
1 81 336 8
1 82 339 8
1 83 342 8
1 84 347 8
2 85 351 9
2 86 352 9
2 87 357 9
2 88 359 9
2 89 362 9
1 90 368 9
1 91 369 9
2 92 374 9
1 93 378 9
1 94 379 9
0 95 380 9
0 96 384 10
0 97 391 11
0 98 394 11
0 99 399 11
0 100 400 11
0 101 412 12
0 102 415 12
1 103 425 13
1 104 430 13
1 105 433 13
1 106 436 13
1 107 437 13
1 108 440 13
1 109 446 14
1 110 454 14
1 111 455 14
1 112 460 14
1 113 464 14
2 114 468 15
2 115 470 15
2 116 475 15
2 117 478 15
1 118 483 15
1 119 485 15
1 120 487 15
1 121 491 15
3 122 496 16
2 123 498 16
1 124 504 16
1 125 506 16
1 126 509 16
0 127 514 16
0 128 522 16
0 129 530 16
0 130 536 16
0 131 537 16
0 132 538 16
0 133 541 16
1 134 547 17
1 135 551 17
1 136 554 17
1 137 558 17
1 138 562 17
1 139 566 17
1 140 567 17
1 141 575 17
1 142 576 17
1 143 578 17
0 144 580 17
0 145 583 17
0 146 590 17
0 147 591 17
0 148 592 17
0 149 604 18
0 150 608 18
0 151 612 18
0 152 619 18
0 153 622 18
0 154 627 18
0 155 630 18
0 156 635 18
0 157 636 18
1 158 646 19
1 159 654 19
1 160 661 19
1 161 666 19
1 162 668 19
1 163 670 19
0 164 673 19
1 165 674 19
1 166 675 19
0 167 682 19
1 168 683 19
2 169 687 20
1 170 689 20
1 171 694 20
1 172 696 20
1 173 704 20
1 174 706 20
1 175 709 20
1 176 713 20
1 177 715 20
0 178 717 20
0 179 721 20
0 180 722 20
2 181 726 21
1 182 737 22
1 183 741 22
1 184 742 22
1 185 750 22
0 186 755 22
0 187 757 22
0 188 759 22
1 189 761 22
1 190 765 23
2 191 766 23
1 192 770 23
1 193 772 24
0 194 779 24
0 195 788 24
0 196 795 24
0 197 801 24
0 198 802 24
0 199 807 24
0 200 810 24
1 201 814 25
1 202 821 25
1 203 823 25
1 204 827 25
1 205 832 25
1 206 834 25
1 207 839 25
1 208 844 25
1 209 848 25
2 210 853 26
1 211 854 26
1 212 860 26
1 213 863 26
1 214 864 26
1 215 873 26
1 216 883 26
1 217 886 26
1 218 887 26
1 219 888 26
0 220 892 26
0 221 895 26
0 222 903 26
0 223 904 26
1 224 908 27
1 225 914 27
1 226 916 27
1 227 925 27
1 228 926 27
1 229 927 27
2 230 933 28
2 231 936 28
2 232 938 28
2 233 940 28
1 234 942 28
1 235 950 28
1 236 955 28
1 237 958 28
1 238 962 28
0 239 968 28
0 240 969 28
0 241 973 28
0 242 976 28
0 243 980 28
0 244 984 28
1 245 992 29
1 246 999 29
